COORDINATES,ICE
"[69.0, 52.6545]",-10.0
"[69.0, 52.502]",-10.0
"[69.0, 52.3492]",-10.0
"[69.0, 52.196]",-10.0
"[69.0, 52.0425]",-10.0
"[70.0, 51.8886]",-10.0
"[70.0, 51.7344]",-10.0
"[70.0, 51.5799]",-10.0
"[70.0, 51.4251]",-10.0
"[70.0, 51.27]",-10.0
"[71.0, 51.1146]",-10.0
"[71.0, 50.9589]",-10.0
"[71.0, 50.8029]",-10.0
"[71.0, 50.6466]",-10.0
"[71.0, 50.4901]",-10.0
"[72.0, 50.3333]",-10.0
"[72.0, 50.1762]",-10.0
"[72.0, 50.0189]",-10.0
"[72.0, 49.8614]",-10.0
"[72.0, 49.7036]",-10.0
"[73.0, 49.5456]",-10.0
"[73.0, 49.3874]",-10.0
"[73.0, 49.229]",-10.0
"[73.0, 49.0703]",-10.0
"[73.0, 48.9115]",-10.0
"[73.0, 48.7524]",-10.0
"[74.0, 48.5932]",-10.0
"[74.0, 48.4338]",-10.0
"[74.0, 48.2742]",-10.0
"[74.0, 48.1144]",-10.0
"[74.0, 47.9545]",-10.0
"[74.0, 47.7944]",-10.0
"[75.0, 47.6342]",-10.0
"[75.0, 47.4738]",-10.0
"[75.0, 47.3132]",-10.0
"[75.0, 47.1525]",-10.0
"[75.0, 46.9917]",-10.0
"[75.0, 46.8308]",-10.0
"[76.0, 46.6697]",-10.0
"[76.0, 46.5085]",-10.0
"[76.0, 46.3472]",-10.0
"[76.0, 46.1858]",-10.0
"[76.0, 46.0243]",-10.0
"[76.0, 45.8627]",-10.0
"[76.0, 45.701]",-10.0
"[77.0, 45.5392]",-10.0
"[77.0, 45.3773]",-10.0
"[77.0, 45.2153]",-10.0
"[77.0, 45.0533]",-10.0
"[77.0, 44.8912]",-10.0
"[77.0, 44.729]",-10.0
"[78.0, 44.5667]",-10.0
"[78.0, 44.4044]",-10.0
"[78.0, 44.2421]",-10.0
"[78.0, 44.0797]",-10.0
"[78.0, 43.9172]",-10.0
"[78.0, 43.7547]",-10.0
"[78.0, 43.5922]",-10.0
"[78.0, 43.4296]",-10.0
"[79.0, 43.267]",-10.0
"[79.0, 43.1044]",-10.0
"[79.0, 42.9417]",-10.0
"[79.0, 42.7791]",-10.0
"[79.0, 42.6164]",-10.0
"[79.0, 42.4537]",-10.0
"[79.0, 42.291]",-10.0
"[80.0, 42.1282]",-10.0
"[80.0, 41.9655]",-10.0
"[80.0, 41.8028]",-10.0
"[80.0, 41.6401]",-10.0
"[80.0, 41.4774]",-10.0
"[80.0, 41.3147]",-10.0
"[80.0, 41.152]",-10.0
"[80.0, 40.9894]",-10.0
"[81.0, 40.8267]",-10.0
"[81.0, 40.6641]",-10.0
"[81.0, 40.5015]",-10.0
"[81.0, 40.339]",-10.0
"[81.0, 40.1764]",-10.0
"[81.0, 40.014]",-10.0
"[81.0, 39.8515]",-10.0
"[81.0, 39.6891]",-10.0
"[81.0, 39.5267]",-10.0
"[82.0, 39.3644]",-10.0
"[82.0, 39.2022]",-10.0
"[82.0, 39.0399]",-10.0
"[82.0, 38.8778]",-10.0
"[20.0, 65.213]",-10.0
"[20.0, 65.212]",-10.0
"[21.0, 65.2091]",-10.0
"[21.0, 65.2043]",0.0
"[22.0, 65.1976]",0.0
"[22.0, 65.189]",0.0
"[23.0, 65.1785]",0.0
"[23.0, 65.1661]",0.0
"[24.0, 65.1518]",0.0
"[24.0, 65.1355]",0.0
"[25.0, 65.1174]",0.0
"[25.0, 65.0974]",-10.0
"[26.0, 65.0755]",-10.0
"[26.0, 65.0517]",-10.0
"[27.0, 65.0261]",-10.0
"[27.0, 64.9986]",-10.0
"[28.0, 64.9692]",-10.0
"[28.0, 64.938]",-10.0
"[29.0, 64.9049]",-10.0
"[29.0, 64.87]",-10.0
"[30.0, 64.8333]",-10.0
"[30.0, 64.7947]",-10.0
"[31.0, 64.7543]",-10.0
"[31.0, 64.7122]",-10.0
"[32.0, 64.6682]",-10.0
"[32.0, 64.6225]",-10.0
"[33.0, 64.575]",-10.0
"[33.0, 64.5257]",-10.0
"[34.0, 64.4747]",-10.0
"[34.0, 64.422]",-10.0
"[34.0, 64.3675]",-10.0
"[35.0, 64.3114]",-10.0
"[35.0, 64.2535]",-10.0
"[36.0, 64.194]",0.0
"[36.0, 64.1328]",0.0
"[37.0, 64.0699]",0.0
"[37.0, 64.0054]",0.0
"[38.0, 63.9393]",-10.0
"[38.0, 63.8715]",-10.0
"[39.0, 63.8022]",-10.0
"[39.0, 63.7313]",-10.0
"[40.0, 63.6588]",-10.0
"[40.0, 63.5847]",-10.0
"[41.0, 63.5091]",-10.0
"[41.0, 63.432]",-10.0
"[41.0, 63.3534]",-10.0
"[42.0, 63.2733]",-10.0
"[42.0, 63.1917]",-10.0
"[43.0, 63.1086]",-10.0
"[43.0, 63.0241]",-10.0
"[44.0, 62.9382]",-10.0
"[44.0, 62.8509]",-10.0
"[44.0, 62.7621]",-10.0
"[45.0, 62.672]",-10.0
"[45.0, 62.5805]",-10.0
"[46.0, 62.4877]",-10.0
"[46.0, 62.3936]",-10.0
"[46.0, 62.2981]",-10.0
"[47.0, 62.2013]",-10.0
"[47.0, 62.1032]",-10.0
"[48.0, 62.0039]",-10.0
"[48.0, 61.9033]",-10.0
"[48.0, 61.8015]",-10.0
"[49.0, 61.6985]",-10.0
"[49.0, 61.5942]",-10.0
"[50.0, 61.4888]",-10.0
"[50.0, 61.3822]",-10.0
"[50.0, 61.2745]",-10.0
"[51.0, 61.1656]",-10.0
"[51.0, 61.0556]",-10.0
"[52.0, 60.9445]",-10.0
"[52.0, 60.8323]",-10.0
"[52.0, 60.719]",-10.0
"[53.0, 60.6046]",-10.0
"[53.0, 60.4893]",-10.0
"[53.0, 60.3729]",-10.0
"[54.0, 60.2554]",-10.0
"[54.0, 60.137]",-10.0
"[54.0, 60.0176]",-10.0
"[55.0, 59.8972]",-10.0
"[55.0, 59.7759]",-10.0
"[55.0, 59.6536]",-10.0
"[56.0, 59.5304]",-10.0
"[56.0, 59.4064]",-10.0
"[56.0, 59.2814]",-10.0
"[57.0, 59.1555]",-10.0
"[57.0, 59.0288]",-10.0
"[57.0, 58.9012]",-10.0
"[58.0, 58.7727]",-10.0
"[58.0, 58.6435]",-10.0
"[58.0, 58.5134]",-10.0
"[59.0, 58.3826]",-10.0
"[59.0, 58.2509]",-10.0
"[59.0, 58.1185]",-10.0
"[60.0, 57.9853]",-10.0
"[60.0, 57.8514]",-10.0
"[60.0, 57.7168]",-10.0
"[60.0, 57.5814]",-10.0
"[61.0, 57.4453]",-10.0
"[61.0, 57.3086]",-10.0
"[61.0, 57.1711]",-10.0
"[62.0, 57.033]",-10.0
"[62.0, 56.8942]",-10.0
"[62.0, 56.7548]",-10.0
"[62.0, 56.6148]",-10.0
"[63.0, 56.4741]",-10.0
"[63.0, 56.3328]",-10.0
"[63.0, 56.1909]",-10.0
"[63.0, 56.0485]",-10.0
"[64.0, 55.9054]",-10.0
"[64.0, 55.7618]",-10.0
"[64.0, 55.6176]",-10.0
"[65.0, 55.4729]",-10.0
"[65.0, 55.3277]",-10.0
"[65.0, 55.1819]",-10.0
"[65.0, 55.0356]",-10.0
"[66.0, 54.8889]",-10.0
"[66.0, 54.7416]",-10.0
"[66.0, 54.5938]",-10.0
"[66.0, 54.4456]",-10.0
"[66.0, 54.2969]",-10.0
"[67.0, 54.1478]",-10.0
"[67.0, 53.9982]",-10.0
"[67.0, 53.8482]",-10.0
"[67.0, 53.6977]",-10.0
"[68.0, 53.5469]",-10.0
"[68.0, 53.3956]",-10.0
"[68.0, 53.2439]",-10.0
"[68.0, 53.0919]",-10.0
"[69.0, 52.9394]",-10.0
"[69.0, 52.7866]",-10.0
"[69.0, 52.6334]",-10.0
"[69.0, 52.4799]",-10.0
"[69.0, 52.326]",-10.0
"[70.0, 52.1718]",-10.0
"[70.0, 52.0173]",-10.0
"[70.0, 51.8624]",-10.0
"[70.0, 51.7072]",-10.0
"[70.0, 51.5517]",-10.0
"[71.0, 51.3959]",-10.0
"[71.0, 51.2398]",-10.0
"[71.0, 51.0835]",-10.0
"[71.0, 50.9268]",-10.0
"[71.0, 50.7699]",-10.0
"[72.0, 50.6127]",-10.0
"[72.0, 50.4553]",-10.0
"[72.0, 50.2976]",-10.0
"[72.0, 50.1396]",-10.0
"[72.0, 49.9815]",-10.0
"[73.0, 49.8231]",-10.0
"[73.0, 49.6644]",-10.0
"[73.0, 49.5056]",-10.0
"[73.0, 49.3465]",-10.0
"[73.0, 49.1873]",-10.0
"[73.0, 49.0278]",-10.0
"[74.0, 48.8682]",-10.0
"[74.0, 48.7083]",-10.0
"[74.0, 48.5483]",-10.0
"[74.0, 48.3881]",-10.0
"[74.0, 48.2277]",-10.0
"[75.0, 48.0672]",-10.0
"[75.0, 47.9065]",-10.0
"[75.0, 47.7457]",-10.0
"[75.0, 47.5847]",-10.0
"[75.0, 47.4236]",-10.0
"[75.0, 47.2623]",-10.0
"[75.0, 47.1009]",-10.0
"[76.0, 46.9394]",-10.0
"[76.0, 46.7778]",-10.0
"[76.0, 46.616]",-10.0
"[76.0, 46.4542]",-10.0
"[76.0, 46.2922]",-10.0
"[76.0, 46.1301]",-10.0
"[77.0, 45.968]",-10.0
"[77.0, 45.8057]",-10.0
"[77.0, 45.6434]",-10.0
"[77.0, 45.481]",-10.0
"[77.0, 45.3185]",-10.0
"[77.0, 45.1559]",-10.0
"[77.0, 44.9932]",-10.0
"[78.0, 44.8305]",-10.0
"[78.0, 44.6678]",-10.0
"[78.0, 44.5049]",-10.0
"[78.0, 44.3421]",-10.0
"[78.0, 44.1791]",-10.0
"[78.0, 44.0162]",-10.0
"[78.0, 43.8532]",-10.0
"[79.0, 43.6901]",-10.0
"[79.0, 43.5271]",-10.0
"[79.0, 43.364]",-10.0
"[79.0, 43.2008]",-10.0
"[79.0, 43.0377]",-10.0
"[79.0, 42.8745]",-10.0
"[79.0, 42.7113]",-10.0
"[80.0, 42.5482]",-10.0
"[80.0, 42.385]",-10.0
"[80.0, 42.2218]",-10.0
"[80.0, 42.0586]",-10.0
"[80.0, 41.8954]",-10.0
"[80.0, 41.7322]",-10.0
"[80.0, 41.569]",-10.0
"[80.0, 41.4059]",-10.0
"[80.0, 41.2428]",-10.0
"[81.0, 41.0796]",-10.0
"[81.0, 40.9165]",-10.0
"[81.0, 40.7535]",-10.0
"[81.0, 40.5904]",-10.0
"[81.0, 40.4274]",-10.0
"[81.0, 40.2645]",-10.0
"[81.0, 40.1015]",-10.0
"[81.0, 39.9386]",-10.0
"[82.0, 39.7758]",-10.0
"[82.0, 39.613]",-10.0
"[82.0, 39.4503]",-10.0
"[82.0, 39.2876]",-10.0
"[82.0, 39.1249]",-10.0
"[82.0, 38.9623]",-10.0
"[20.0, 65.4275]",-10.0
"[20.0, 65.4266]",-10.0
"[21.0, 65.4237]",-10.0
"[21.0, 65.4188]",0.0
"[22.0, 65.4121]",0.0
"[22.0, 65.4034]",0.0
"[23.0, 65.3927]",0.0
"[23.0, 65.3802]",0.0
"[24.0, 65.3657]",0.0
"[24.0, 65.3493]",0.0
"[25.0, 65.331]",0.0
"[25.0, 65.3108]",-10.0
"[26.0, 65.2887]",-10.0
"[26.0, 65.2647]",-10.0
"[27.0, 65.2388]",-10.0
"[27.0, 65.211]",-10.0
"[28.0, 65.1814]",-10.0
"[28.0, 65.1498]",-10.0
"[29.0, 65.1165]",-10.0
"[29.0, 65.0812]",-10.0
"[30.0, 65.0441]",-10.0
"[30.0, 65.0052]",-10.0
"[31.0, 64.9645]",-10.0
"[31.0, 64.9219]",-10.0
"[32.0, 64.8775]",-10.0
"[32.0, 64.8314]",-10.0
"[33.0, 64.7834]",-10.0
"[33.0, 64.7337]",-10.0
"[34.0, 64.6822]",-10.0
"[34.0, 64.629]",-10.0
"[35.0, 64.5741]",-10.0
"[35.0, 64.5174]",-10.0
"[36.0, 64.459]",0.0
"[36.0, 64.3989]",0.0
"[37.0, 64.3372]",0.0
"[37.0, 64.2737]",0.0
"[37.0, 64.2086]",0.0
"[38.0, 64.1419]",-10.0
"[38.0, 64.0736]",-10.0
"[39.0, 64.0036]",-10.0
"[39.0, 63.932]",-10.0
"[40.0, 63.8589]",-10.0
"[40.0, 63.7842]",-10.0
"[41.0, 63.708]",-10.0
"[41.0, 63.6302]",-10.0
"[42.0, 63.5509]",-10.0
"[42.0, 63.4701]",-10.0
"[42.0, 63.3878]",-10.0
"[43.0, 63.3041]",-10.0
"[43.0, 63.2189]",-10.0
"[44.0, 63.1322]",-10.0
"[44.0, 63.0442]",-10.0
"[45.0, 62.9547]",-10.0
"[45.0, 62.8638]",-10.0
"[45.0, 62.7716]",-10.0
"[46.0, 62.678]",-10.0
"[46.0, 62.5831]",-10.0
"[47.0, 62.4869]",-10.0
"[47.0, 62.3893]",-10.0
"[47.0, 62.2905]",-10.0
"[48.0, 62.1904]",-10.0
"[48.0, 62.089]",-10.0
"[49.0, 61.9864]",-10.0
"[49.0, 61.8826]",-10.0
"[49.0, 61.7776]",-10.0
"[50.0, 61.6713]",-10.0
"[50.0, 61.564]",-10.0
"[51.0, 61.4554]",-10.0
"[51.0, 61.3457]",-10.0
"[51.0, 61.2349]",-10.0
"[52.0, 61.123]",-10.0
"[52.0, 61.01]",-10.0
"[52.0, 60.8959]",-10.0
"[53.0, 60.7807]",-10.0
"[53.0, 60.6645]",-10.0
"[54.0, 60.5473]",-10.0
"[54.0, 60.429]",-10.0
"[54.0, 60.3098]",-10.0
"[55.0, 60.1896]",-10.0
"[55.0, 60.0684]",-10.0
"[55.0, 59.9462]",-10.0
"[56.0, 59.8231]",-10.0
"[56.0, 59.6991]",-10.0
"[56.0, 59.5742]",-10.0
"[57.0, 59.4484]",-10.0
"[57.0, 59.3217]",-10.0
"[57.0, 59.1942]",-10.0
"[58.0, 59.0657]",-10.0
"[58.0, 58.9365]",-10.0
"[58.0, 58.8064]",-10.0
"[59.0, 58.6755]",-10.0
"[59.0, 58.5439]",-10.0
"[59.0, 58.4114]",-10.0
"[59.0, 58.2782]",-10.0
"[60.0, 58.1442]",-10.0
"[60.0, 58.0095]",-10.0
"[60.0, 57.874]",-10.0
"[61.0, 57.7379]",-10.0
"[61.0, 57.601]",-10.0
"[61.0, 57.4634]",-10.0
"[62.0, 57.3252]",-10.0
"[62.0, 57.1863]",-10.0
"[62.0, 57.0467]",-10.0
"[62.0, 56.9065]",-10.0
"[63.0, 56.7657]",-10.0
"[63.0, 56.6242]",-10.0
"[63.0, 56.4821]",-10.0
"[63.0, 56.3395]",-10.0
"[64.0, 56.1962]",-10.0
"[64.0, 56.0524]",-10.0
"[64.0, 55.908]",-10.0
"[65.0, 55.7631]",-10.0
"[65.0, 55.6176]",-10.0
"[65.0, 55.4716]",-10.0
"[65.0, 55.3251]",-10.0
"[66.0, 55.1781]",-10.0
"[66.0, 55.0305]",-10.0
"[66.0, 54.8825]",-10.0
"[66.0, 54.734]",-10.0
"[66.0, 54.585]",-10.0
"[67.0, 54.4356]",-10.0
"[67.0, 54.2857]",-10.0
"[67.0, 54.1354]",-10.0
"[67.0, 53.9847]",-10.0
"[68.0, 53.8335]",-10.0
"[68.0, 53.6819]",-10.0
"[68.0, 53.5299]",-10.0
"[68.0, 53.3776]",-10.0
"[69.0, 53.2248]",-10.0
"[69.0, 53.0716]",-10.0
"[69.0, 52.9181]",-10.0
"[69.0, 52.7643]",-10.0
"[69.0, 52.61]",-10.0
"[70.0, 52.4555]",-10.0
"[70.0, 52.3006]",-10.0
"[70.0, 52.1453]",-10.0
"[70.0, 51.9898]",-10.0
"[70.0, 51.8339]",-10.0
"[71.0, 51.6778]",-10.0
"[71.0, 51.5213]",-10.0
"[71.0, 51.3645]",-10.0
"[71.0, 51.2075]",-10.0
"[71.0, 51.0502]",-10.0
"[72.0, 50.8926]",-10.0
"[72.0, 50.7348]",-10.0
"[72.0, 50.5767]",-10.0
"[72.0, 50.4183]",-10.0
"[72.0, 50.2598]",-10.0
"[73.0, 50.101]",-10.0
"[73.0, 49.9419]",-10.0
"[73.0, 49.7827]",-10.0
"[73.0, 49.6232]",-10.0
"[73.0, 49.4635]",-10.0
"[74.0, 49.3036]",-10.0
"[74.0, 49.1435]",-10.0
"[74.0, 48.9833]",-10.0
"[74.0, 48.8228]",-10.0
"[74.0, 48.6622]",-10.0
"[74.0, 48.5014]",-10.0
"[75.0, 48.3405]",-10.0
"[75.0, 48.1793]",-10.0
"[75.0, 48.0181]",-10.0
"[75.0, 47.8566]",-10.0
"[75.0, 47.6951]",-10.0
"[75.0, 47.5334]",-10.0
"[76.0, 47.3715]",-10.0
"[76.0, 47.2096]",-10.0
"[76.0, 47.0475]",-10.0
"[76.0, 46.8853]",-10.0
"[76.0, 46.723]",-10.0
"[76.0, 46.5606]",-10.0
"[77.0, 46.398]",-10.0
"[77.0, 46.2354]",-10.0
"[77.0, 46.0727]",-10.0
"[77.0, 45.9099]",-10.0
"[77.0, 45.747]",-10.0
"[77.0, 45.584]",-10.0
"[77.0, 45.421]",-10.0
"[78.0, 45.2579]",-10.0
"[78.0, 45.0947]",-10.0
"[78.0, 44.9315]",-10.0
"[78.0, 44.7682]",-10.0
"[78.0, 44.6049]",-10.0
"[78.0, 44.4415]",-10.0
"[78.0, 44.278]",-10.0
"[79.0, 44.1146]",-10.0
"[79.0, 43.951]",-10.0
"[79.0, 43.7875]",-10.0
"[79.0, 43.6239]",-10.0
"[79.0, 43.4603]",-10.0
"[79.0, 43.2967]",-10.0
"[79.0, 43.1331]",-10.0
"[79.0, 42.9694]",-10.0
"[80.0, 42.8058]",-10.0
"[80.0, 42.6421]",-10.0
"[80.0, 42.4784]",-10.0
"[80.0, 42.3147]",-10.0
"[80.0, 42.1511]",-10.0
"[80.0, 41.9874]",-10.0
"[80.0, 41.8238]",-10.0
"[80.0, 41.6601]",-10.0
"[81.0, 41.4965]",-10.0
"[81.0, 41.3329]",-10.0
"[81.0, 41.1693]",-10.0
"[81.0, 41.0058]",-10.0
"[81.0, 40.8423]",-10.0
"[81.0, 40.6788]",-10.0
"[81.0, 40.5153]",-10.0
"[81.0, 40.3519]",-10.0
"[82.0, 40.1886]",-10.0
"[82.0, 40.0252]",-10.0
"[82.0, 39.862]",-10.0
"[82.0, 39.6987]",-10.0
"[82.0, 39.5355]",-10.0
"[82.0, 39.3724]",-10.0
"[82.0, 39.2094]",-10.0
"[82.0, 39.0464]",-10.0
"[20.0, 65.6423]",-10.0
"[20.0, 65.6413]",-10.0
"[21.0, 65.6384]",-10.0
"[21.0, 65.6335]",-10.0
"[22.0, 65.6266]",-10.0
"[22.0, 65.6179]",0.0
"[23.0, 65.6071]",0.0
"[23.0, 65.5945]",0.0
"[24.0, 65.5798]",0.0
"[24.0, 65.5633]",0.0
"[25.0, 65.5448]",0.0
"[25.0, 65.5244]",-10.0
"[26.0, 65.5021]",-10.0
"[26.0, 65.4779]",-10.0
"[27.0, 65.4517]",-10.0
"[27.0, 65.4237]",-10.0
"[28.0, 65.3937]",-10.0
"[28.0, 65.3619]",-10.0
"[29.0, 65.3282]",-10.0
"[29.0, 65.2926]",-10.0
"[30.0, 65.2551]",-10.0
"[30.0, 65.2158]",-10.0
"[31.0, 65.1747]",-10.0
"[31.0, 65.1317]",-10.0
"[32.0, 65.0869]",-10.0
"[32.0, 65.0403]",-10.0
"[33.0, 64.9919]",-10.0
"[33.0, 64.9417]",-10.0
"[34.0, 64.8898]",-10.0
"[34.0, 64.8361]",-10.0
"[35.0, 64.7806]",0.0
"[35.0, 64.7234]",0.0
"[36.0, 64.6645]",0.0
"[36.0, 64.6038]",0.0
"[37.0, 64.5415]",0.0
"[37.0, 64.4775]",-10.0
"[38.0, 64.4118]",0.0
"[38.0, 64.3445]",-10.0
"[39.0, 64.2756]",-10.0
"[39.0, 64.205]",-10.0
"[39.0, 64.1328]",-10.0
"[40.0, 64.059]",-10.0
"[40.0, 63.9837]",-10.0
"[41.0, 63.9067]",-10.0
"[41.0, 63.8283]",-10.0
"[42.0, 63.7483]",-10.0
"[42.0, 63.6668]",-10.0
"[43.0, 63.5838]",-10.0
"[43.0, 63.4994]",-10.0
"[44.0, 63.4134]",-10.0
"[44.0, 63.3261]",-10.0
"[44.0, 63.2373]",-10.0
"[45.0, 63.1471]",-10.0
"[45.0, 63.0555]",-10.0
"[46.0, 62.9625]",-10.0
"[46.0, 62.8682]",-10.0
"[46.0, 62.7725]",-10.0
"[47.0, 62.6755]",-10.0
"[47.0, 62.5771]",-10.0
"[48.0, 62.4775]",-10.0
"[48.0, 62.3766]",-10.0
"[49.0, 62.2745]",-10.0
"[49.0, 62.1711]",-10.0
"[49.0, 62.0665]",-10.0
"[50.0, 61.9606]",-10.0
"[50.0, 61.8536]",-10.0
"[50.0, 61.7454]",-10.0
"[51.0, 61.636]",-10.0
"[51.0, 61.5255]",-10.0
"[52.0, 61.4139]",-10.0
"[52.0, 61.3012]",-10.0
"[52.0, 61.1873]",-10.0
"[53.0, 61.0724]",-10.0
"[53.0, 60.9564]",-10.0
"[53.0, 60.8394]",-10.0
"[54.0, 60.7214]",-10.0
"[54.0, 60.6023]",-10.0
"[54.0, 60.4822]",-10.0
"[55.0, 60.3612]",-10.0
"[55.0, 60.2391]",-10.0
"[56.0, 60.1162]",-10.0
"[56.0, 59.9923]",-10.0
"[56.0, 59.8674]",-10.0
"[57.0, 59.7417]",-10.0
"[57.0, 59.615]",-10.0
"[57.0, 59.4875]",-10.0
"[58.0, 59.3591]",-10.0
"[58.0, 59.2299]",-10.0
"[58.0, 59.0998]",-10.0
"[58.0, 58.9689]",-10.0
"[59.0, 58.8372]",-10.0
"[59.0, 58.7047]",-10.0
"[59.0, 58.5715]",-10.0
"[60.0, 58.4374]",-10.0
"[60.0, 58.3026]",-10.0
"[60.0, 58.1671]",-10.0
"[61.0, 58.0308]",-10.0
"[61.0, 57.8939]",-10.0
"[61.0, 57.7562]",-10.0
"[61.0, 57.6178]",-10.0
"[62.0, 57.4788]",-10.0
"[62.0, 57.339]",-10.0
"[62.0, 57.1987]",-10.0
"[63.0, 57.0577]",-10.0
"[63.0, 56.916]",-10.0
"[63.0, 56.7738]",-10.0
"[63.0, 56.631]",-10.0
"[64.0, 56.4875]",-10.0
"[64.0, 56.3435]",-10.0
"[64.0, 56.1989]",-10.0
"[65.0, 56.0537]",-10.0
"[65.0, 55.908]",-10.0
"[65.0, 55.7618]",-10.0
"[65.0, 55.615]",-10.0
"[66.0, 55.4677]",-10.0
"[66.0, 55.32]",-10.0
"[66.0, 55.1717]",-10.0
"[66.0, 55.0229]",-10.0
"[67.0, 54.8736]",-10.0
"[67.0, 54.7239]",-10.0
"[67.0, 54.5738]",-10.0
"[67.0, 54.4232]",-10.0
"[67.0, 54.2721]",-10.0
"[68.0, 54.1206]",-10.0
"[68.0, 53.9687]",-10.0
"[68.0, 53.8164]",-10.0
"[68.0, 53.6637]",-10.0
"[69.0, 53.5106]",-10.0
"[69.0, 53.3571]",-10.0
"[69.0, 53.2033]",-10.0
"[69.0, 53.0491]",-10.0
"[69.0, 52.8945]",-10.0
"[70.0, 52.7396]",-10.0
"[70.0, 52.5843]",-10.0
"[70.0, 52.4287]",-10.0
"[70.0, 52.2728]",-10.0
"[71.0, 52.1166]",-10.0
"[71.0, 51.96]",-10.0
"[71.0, 51.8032]",-10.0
"[71.0, 51.6461]",-10.0
"[71.0, 51.4886]",-10.0
"[72.0, 51.3309]",-10.0
"[72.0, 51.173]",-10.0
"[72.0, 51.0147]",-10.0
"[72.0, 50.8562]",-10.0
"[72.0, 50.6975]",-10.0
"[73.0, 50.5385]",-10.0
"[73.0, 50.3793]",-10.0
"[73.0, 50.2198]",-10.0
"[73.0, 50.0602]",-10.0
"[73.0, 49.9003]",-10.0
"[73.0, 49.7402]",-10.0
"[74.0, 49.5799]",-10.0
"[74.0, 49.4194]",-10.0
"[74.0, 49.2587]",-10.0
"[74.0, 49.0978]",-10.0
"[74.0, 48.9368]",-10.0
"[74.0, 48.7755]",-10.0
"[75.0, 48.6141]",-10.0
"[75.0, 48.4526]",-10.0
"[75.0, 48.2909]",-10.0
"[75.0, 48.129]",-10.0
"[75.0, 47.967]",-10.0
"[75.0, 47.8049]",-10.0
"[76.0, 47.6426]",-10.0
"[76.0, 47.4802]",-10.0
"[76.0, 47.3176]",-10.0
"[76.0, 47.155]",-10.0
"[76.0, 46.9922]",-10.0
"[76.0, 46.8293]",-10.0
"[77.0, 46.6663]",-10.0
"[77.0, 46.5033]",-10.0
"[77.0, 46.3401]",-10.0
"[77.0, 46.1768]",-10.0
"[77.0, 46.0135]",-10.0
"[77.0, 45.8501]",-10.0
"[77.0, 45.6866]",-10.0
"[78.0, 45.523]",-10.0
"[78.0, 45.3593]",-10.0
"[78.0, 45.1956]",-10.0
"[78.0, 45.0319]",-10.0
"[78.0, 44.8681]",-10.0
"[78.0, 44.7042]",-10.0
"[78.0, 44.5403]",-10.0
"[79.0, 44.3764]",-10.0
"[79.0, 44.2124]",-10.0
"[79.0, 44.0483]",-10.0
"[79.0, 43.8843]",-10.0
"[79.0, 43.7202]",-10.0
"[79.0, 43.5561]",-10.0
"[79.0, 43.392]",-10.0
"[80.0, 43.2279]",-10.0
"[80.0, 43.0637]",-10.0
"[80.0, 42.8996]",-10.0
"[80.0, 42.7355]",-10.0
"[80.0, 42.5713]",-10.0
"[80.0, 42.4072]",-10.0
"[80.0, 42.243]",-10.0
"[80.0, 42.0789]",-10.0
"[81.0, 41.9148]",-10.0
"[81.0, 41.7507]",-10.0
"[81.0, 41.5866]",-10.0
"[81.0, 41.4225]",-10.0
"[81.0, 41.2585]",-10.0
"[81.0, 41.0945]",-10.0
"[81.0, 40.9305]",-10.0
"[81.0, 40.7666]",-10.0
"[82.0, 40.6027]",-10.0
"[82.0, 40.4389]",-10.0
"[82.0, 40.275]",-10.0
"[82.0, 40.1113]",-10.0
"[82.0, 39.9476]",-10.0
"[82.0, 39.7839]",-10.0
"[82.0, 39.6203]",-10.0
"[82.0, 39.4567]",-10.0
"[82.0, 39.2933]",-10.0
"[83.0, 39.1298]",-10.0
"[20.0, 65.8572]",-10.0
"[20.0, 65.8562]",-10.0
"[21.0, 65.8532]",-10.0
"[21.0, 65.8483]",-10.0
"[22.0, 65.8414]",-10.0
"[22.0, 65.8325]",0.0
"[23.0, 65.8217]",-10.0
"[23.0, 65.8089]",0.0
"[24.0, 65.7941]",0.0
"[24.0, 65.7774]",0.0
"[25.0, 65.7588]",-10.0
"[25.0, 65.7382]",-10.0
"[26.0, 65.7156]",-10.0
"[26.0, 65.6911]",-10.0
"[27.0, 65.6647]",-10.0
"[27.0, 65.6364]",-10.0
"[28.0, 65.6062]",-10.0
"[28.0, 65.574]",-10.0
"[29.0, 65.54]",-10.0
"[29.0, 65.504]",-10.0
"[30.0, 65.4662]",-10.0
"[30.0, 65.4266]",-10.0
"[31.0, 65.385]",-10.0
"[31.0, 65.3416]",-10.0
"[32.0, 65.2964]",-10.0
"[32.0, 65.2494]",-10.0
"[33.0, 65.2005]",-10.0
"[33.0, 65.1498]",-10.0
"[34.0, 65.0974]",-10.0
"[34.0, 65.0432]",0.0
"[35.0, 64.9872]",0.0
"[35.0, 64.9295]",0.0
"[36.0, 64.87]",0.0
"[36.0, 64.8088]",0.0
"[37.0, 64.7459]",-10.0
"[37.0, 64.6813]",-10.0
"[38.0, 64.615]",0.0
"[38.0, 64.5471]",-10.0
"[39.0, 64.4775]",-10.0
"[39.0, 64.4063]",-10.0
"[40.0, 64.3335]",-10.0
"[40.0, 64.259]",-10.0
"[41.0, 64.183]",-10.0
"[41.0, 64.1054]",-10.0
"[41.0, 64.0263]",-10.0
"[42.0, 63.9456]",-10.0
